id,name,latitude,longitude,address_line_1,address_line_2,city,state,postal_code,country,phone,website,email,description
118251452,4Ever Young Anti Aging Solutions,41.50996801,-87.85114394,91 Bankview Drive,,Frankfort,IL,60423,,(779) 246-3272,http://4everyoungantiaging.com/location/frankfort/,,
118252084,4Ever Young Anti Aging Solutions- Vintage Park,29.99734600,-95.57650800,10850 louetta rd suite 1000,,Houston,TX,77070,,(346) 660-4007,http://4everyoungantiaging.com/location/vintage-houston/,,
118252447,4Ever Young Anti-aging Solutions,33.04054133,-97.09611591,4251 Cross Timbers Rd #160,,Flower Mound,TX,75022,,(469) 658-4256,http://Www.4everyoungantiaging.com,,
118251147,4Ever Young Anti-Aging solutions,30.08904930,-95.52041565,6535 Grand PKWY Suite 215,,Spring,TX,77389,,(832) 650-0953,http://4everyoungantiaging.com,,
118251352,4Ever Young Anti-Aging Solutions,26.25384301,-81.79971340,9100 Strada Place Suite #2135,,Naples,FL,34108,,,http://4everyoungantiaging.com,,
118251228,4Ever Young Anti-Aging Solutions,26.46169000,-80.07716000,"401 W. Atlantic Ave, Suite R-12",,Delray Beach,FL,33444,,,http://4everyoungantiaging.com,,
118251105,4Ever Young Anti-Aging Solutions,26.18164290,-80.11991313,4331 N Federal Highway Suite 100,,Fort Lauderdale,FL,33308,,,http://Www.4everyoungantiaging.com,,
118251104,4Ever Young Anti-Aging Solutions,26.36274319,-80.12851313,5458 Town Center Road Suite 19,,Boca Raton,FL,33486,,,http://Www.4everyoungantiaging.com,,
118251106,4Ever Young Anti-Aging Solutions,26.30643100,-80.28051315,5988 Coral Ridge Dr,,Parkland,FL,33076,,,http://Www.4everyoungantiaging.com,,
118251148,4Ever Young Anti-Aging solutions,29.78148793,-95.39715630,550 Heights BLVD Suite A,,Houston,TX,77007,,(713) 893-8064,http://4everyoungantiaging.com,,
118251146,4Ever Young Anti-Aging Solutions - Spring TX,30.08904930,-95.52041565,"6535 Grand Parkway, Ste 215",,Spring,TX,77389,,(832) 585-8008,http://www.4everyoungspringtx.com,,
118251730,4Ever Young Anti-Aging Solutions-Kingwood,30.06772800,-95.24896200,30130 rock creek dr #300,,kingwood,TX,77339,,(281) 242-1724,http://4everyoungantiaging.com/location/kingwood/botox/,,
118251604,4Ever Young Anti-Aging solutions-Voss,29.74914874,-95.49971565,1695 s voss rd,,houston,TX,77057,,(832) 734-6996,http://4everyoungantiaging.com/location/houston-voss/,,
118253531,4Ever Young Fleming Island,30.09673500,-81.70922600,1845 East West Parkway Ste 17,,Fleming Island,FL,32003,,(904) 456-1170,http://www.4everyoungflemingisland.com,,
118251289,4Ever Young Katy,29.73490000,-95.76887300,23128 Westhiemer Pwky,,Katy,TX,77494,,(346) 527-0500,http://4everyoungantiaging.com/location/katy/appointment/,,
118253691,4Ever Young Med Spa & Wellness,35.08808700,-80.84549500,7510 Pineville-Matthews Rd Suite 1B,,Charlotte,NC,28226,,(980) 470-4711,http://4everyoungantiaging.com,,
118251309,"4Ever Young, Katy, TX",29.73484872,-95.76881569,23128 Westheimer Pkwy,,Katy,TX,77494,,(346) 527-0500,http://www.4EverYoungKatyTX.com,,
118252775,4EverYoung Anti-Aging Solutions,35.73546300,-78.84651600,"76 Hunter Street, Suite 110",,Apex,NC,27526,,(984) 319-4448,http://4everyoungantiaging.com/apex/,,
118252929,5280 Vitality Aesthetics & Wellness,39.65464970,-104.88641718,"8751 E Hampden Avenue, Suite A3",,Denver,CO,80231,,(720) 798-2005,http://www.5280-vitality.com,,
118251057,5th & Wellness,26.34544316,-80.08711312,37 SE 5th St #100,,Boca Raton,FL,33432,,,http://www.5thandwell.com,,
118253271,614 BEAUTY,40.10665711,-83.01613601,7140 North High St Ste 220,,Worthington,OH,43085,,(614) 400-9604,http://614beauty.com,,
118253007,614 Beauty,40.10656571,-83.01613601,7140 North High St St 210,,Worthington,OH,43085,,(614) 400-9604,http://614beauty.com,,
118252323,82 Magnolia Aesthetics,30.62175017,-87.03851426,6815 Caroline St,,Milton,FL,32570,,(850) 889-8982,http://www.82magnolia.com,,
118251675,928 SKIN,34.47355648,-114.32381873,"2121 Swanson Ave., Suite A",,Lake Havasu City,AZ,86403,,(928) 230-8503,http://www.linktr.ee/928skin,,
118250700,A Better You at Skinsations,41.28167636,-72.68011908,35 Boston St.,,Guilford,CT,06437,,(203) 453-0368,http://www.abetteryouatskinsations.com,,
118253443,A Hidden Gem Beauty Bar,30.39538498,-90.09298148,3902 Highway 22,,Mandeville,LA,70471,,(985) 778-0448,http://Www.ahiddengembeautybar.com,,
118250667,A New You Skin & Body Clinic,34.10155872,-84.52571385,145 Towne Lake Pkwy Unit 101,,Woodstock,GA,30188,,(678) 739-0040,http://www.anewyouclinic.com,,
118253177,A Shot of Aesthetics,38.66663351,-121.79319955,1115 Cottonwood St,,Woodland,CA,95695,,(530) 848-0200,http://ashotofaesthetics.com,,
118251404,ABA Aesthetics,32.89075389,-96.48071581,"2109 Summer Lee Drive. unit 103, suite 304",,Rockwall,TX,75032,,(469) 802-0802,http://www.abaaesthetics.net,,
118252756,ABA AESTHETICS,32.89075389,-96.48071581,"2109 Summer Lee Dr. Unit 103, Suite 304",,Rockwall,TX,75032,,(945) 227-9400,http://www.abaaesthetics.net,,
118253587,Abilene Beauty Bus,32.44247532,-99.74882163,758 Sayles Dr,,Abilene,TX,79605,,(325) 280-0984,http://Abilenebeautybus.com,,
118252191,ABK Skin,35.21162700,-80.83557900,1133 Metropolitan Ave #150 Loft 2,,Charlotte,NC,28204,,(815) 319-5076,http://www.abkskin.com,,
118252574,ABMED Aesthetics,26.56242000,-82.00960600,"1716 Cape Coral Pkwy W, Suite 1",,Cape Coral,FL,33914,,(239) 471-2056,http://www.abmedaesthetics.com,,
118250845,About Face Aesthetics & Wellness,34.71515688,-81.62321337,112 E. Main St,,Union,SC,29379,,(864) 441-0431,http://www.aboutfaceaesthetics.com,,
118253085,Absolute Aesthetics & Wellness Med Spa,39.79106519,-89.70591470,949 Clocktower Dr.,,Springfield,IL,62704,,(217) 679-3598,http://aesthetics-wellness.com,,
118253441,AC Aesthetics & Wellness,35.58646200,-97.73007500,11528 Hackney Lane,,Yukon,OK,73099,,(405) 201-4207,,,
118252398,AC Esthetics & Wellness,37.92697200,-122.38521800,"124 Washington Ave, Suite F",,Richmond,CA,94801,,(510) 375-0064,http://www.acestheticswellness.com/,,
118253524,Acadian Skincare & Laser Center,30.20421700,-92.01458200,1000 W. Pinhook Suite 201C,,Lafayette,LA,70503,,(337) 234-6193,http://www.acadianent.com/skin-care,,
118252355,Acadian Skincare & Laser Center,30.20414949,-92.01461508,"1000 W Pinhook Road, Suite 201c",,Lafayette,LA,70503,,(337) 234-6193,http://www.acadianent.com/skin-care-laser-center/,,
118250968,ACCLAIM DERMATOLOGY,29.56404844,-95.69141568,17510 W GRAND PKWY SUITE 385,,SUGAR LAND,TX,77479,,,,,
118251311,AcneClinicNYC,40.75296677,-73.98611212,"108 w 39th St, suite 1601",,NY,NY,10018,,(929) 490-7770,,,
118252479,Adarling Aesthetics,39.67216500,-104.95891720,2496 S University Blvd,,Denver,CO,8020,,(757) 739-2748,http://imagestudios360.com/salon_pros/hannah-landis-suite-117/,,
118252838,Addison Rose Aesthetics,36.06895910,-79.50921303,3192 Walden Ln,,Burlington,NC,27215,,(336) 270-4394,http://www.addisonroseaesthetics.com,,
118252844,Addison Rose Aesthetics,36.06895910,-79.50921303,3192 Walden Ln,,Burlington,NC,27215,,(336) 270-4394,http://www.addisonroseaesthetics.com,,
118253086,Adore Aesthetics,39.90565382,-88.97481458,1110 W. Arbor Dr. Ste A,,Decatur,IL,62526,,(217) 413-8331,http://adore-aesthetics.net,,
118253203,Advanced Aesthetics Medispa,39.78865190,-75.69712402,7450 Lancaster Pike,,Hockessin,DE,19707,,(302) 239-7546,http://www.advancedaesthetics-medispa.com/,,
118252125,"Advanced Dermatology Care, APMC",32.53653308,-92.10151509,2409 Broadmoor Blvd. unit 140,,Monroe,LA,71201,,(318) 323-8799,,,
118250690,ADVANCED Skin Care,33.96985566,-84.54821385,711 Canton Road Suite 400B,,Marietta,GA,30060,,(770) 771-5155,http://www.advancedskincarepro.com,,
118250941,AdvancedMD Aethetics of Atlanta,33.91272900,-84.46683300,"1640 Powers Ferry Road, S.E., Building 30",,Marietta,GA,30067,,(678) 336-5858,http://advancedmdaesthetics.com,,
118253801,Advocare ENT Specialty Center,39.88599580,-74.92583800,406 Lippincott Dr. Ste F,,Marlton,NJ,08053,,(484) 354-4855,http://www.advocareentspecialtycenter.com,,
118251574,Aesteem Aesthetics,32.84705382,-96.77051585,4925 Greenville Ave Suite 550,,Dallas,TX,75206,,(945) 230-1341,http://aesteemaesthetics.com/,,
118250820,Aesthete,47.61987802,-122.19520021,"1020 108th AVE NE Suite 200, Unit 23",,Bellevue,WA,98004,,,http://www.aesthete-skin.com,,
118251918,Aesthetic Alchemy,33.49495488,-101.90431670,10905 Quaker Avenue,,Lubbock,TX,79424,,(806) 722-9855,http://Aestheticalchemylbk.com,,
118253199,Aesthetic Atelier Med Spa & Wellness,42.46069567,-83.65213706,125 W Lake St,,South Lyon,MI,48178,,(248) 573-7009,http://www.aestheticatelier.co,,
118251035,Aesthetic Avenue,34.51945656,-82.65131354,1519 N. Fant St.,,Anderson,SC,29621,,(864) 540-0888,http://www.aestheticsave.com,,
118250935,Aesthetic Beauty Bar,35.48545814,-97.57051599,1601 N Drexel Blvd Suite 1,,Oklahoma City,OK,73107,,(405) 361-7700,http://aestheticbeautybarllc.com,,
118251829,aesthetic by Cara Audrey,42.10516899,-70.76661159,20 Corporate Park Drive suite 140 (in Sage Salon),,Pembroke,MA,02359,,(802) 355-4161,http://www.caraaudrey.com,,
118251473,Aesthetic by Nevette Ramos,26.01094262,-80.15421313,2336 Hollywood Blvd,,Hollywood,FL,33020,,,http://www.theaestheticbynevette.com,,
118253634,Aesthetic Center Greenville,34.83755200,-82.33621000,615 Halton Rd Ste 100,,Greenville,SC,29607,,(864) 689-3542,http://expertplasticsurgeon.com,,
118252866,Aesthetic Center of Excellence ACE,35.60805834,-97.62561599,6200 W Memorial Rd suite H,,Oklahoma City,OK,73142,,(405) 452-0055,http://acemedspa.com,,
118252874,Aesthetic Center of Excellence ACE,35.60805834,-97.62561599,6200 W Memorial Rd suite H,,Oklahoma City,OK,73142,,(405) 452-0055,http://acemedspa.com,,
118253610,Aesthetic Clinique,30.34141000,-86.19997800,"2050 West County Highway 30A, Suite 114",,Santa Rosa Beach,FL,32459,,(850) 290-7695,http://www.theclinique.com,,
118253566,Aesthetic Cove,37.96274300,-92.98523300,"1191 State Hwy KK, Suite 202",,Osage Beach,MO,65065,,(573) 981-2683,http://aestheticcove.com,,
118253313,Aesthetic Plastic Surgery & Med Spa,26.19242913,-81.76813397,3699 Airport-Pulling Rd N,,Naples,FL,34105,,(239) 262-5662,http://www.drhasen.com,,
118252381,"Aesthetic Surgery and Dermatology of Cherry Creek: The Office of Adrienne Stewart, MD",39.71746507,-104.94791719,"3300 E 1st Avenue, STE #400",,Denver,CO,80206,,(303) 333-6060,http://Adriennestewartmd.com,,
118251198,Aesthetic Surgery Associates,40.58376649,-75.55871238,"250 Cetronia Road, #301",,Allentown,PA,18104,,(610) 437-2378,http://Asasurgery.com,,
118252353,Aesthetica,36.13075920,-94.14691543,4285 N Shiloh Dr. Ste 104,,Fayetteville,AR,72703,,(479) 302-8588,http://www.youraesthetica.net,,
118250831,Aesthetica Med Spa,30.30834966,-97.82841603,"500 North Capital Texas Highway Building 6, Suite 100",,Austin,TX,78746,,(512) 899-2639,http://www.amedspa.com,,
118250758,Aesthetica Med Spa,30.30834966,-97.82841603,"500 North Capital of Texas Highway Bldg 6, Suite 100",,Austin,TX,78746,,(512) 899-2639,http://www.amedspa.com/,,
118252236,Aesthetica Medical Spa,32.52445329,-94.74211552,1618 Judson Road,,Longview,TX,75601,,(903) 757-5220,http://Aestheticamedicalspa.com,,
118253088,Aesthetically Pleasing,38.59356323,-90.50961483,115 Woods Mill Rd,,Manchester,MO,63011,,(314) 492-3067,http://apstlmedspa.com,,
118253138,Aesthetically Yours,30.07249271,-94.12715422,"3480 Fannin St, Suite H",,Beaumont,TX,77701,,(409) 223-1003,,,
118251948,Aesthetics at Cima Health,26.83624397,-80.10431312,10800 N Military Tr #111,,Palm Beach Gardens,FL,33410,,,http://www.aestheticsatcimahealth.com,,
118252060,Aesthetics by Alexia,26.54444349,-81.86841341,13711 S Tamiami Trail,,Fort Myers,FL,33912,,,http://www.aestheticsbyalexia.com,,
118252580,Aesthetics By Andrea,26.59384357,-81.88521342,"1510 Royal Palm Square Blvd, Suite 105",,Fort Myers,FL,33919,,(239) 245-8899,http://www.abamedicalspa.com,,
118252911,Aesthetics by Cait (at The VIBE Medical Aesthetics),44.75917333,-69.71651142,56 Main Street,,Skowhegan,ME,04976,,(207) 855-3800,http://thevibeaesthetics.com,,
118252893,Aesthetics by Cait at The Vibe Medical Aesthetics,44.75917333,-69.71651142,56 Main Street,,Skowhegan,ME,04976,,,http://thevibeaesthetics.com,,
118251907,Aesthetics by Jocelyn,45.70867489,-121.51411991,315 Oak St.,,Hood River,OR,97031,,,,,
118253022,Aesthetics by Juju,25.63034600,-80.34331100,"9275 Sw 152nd St, Suite 206",,Miami,FL,33157,,(305) 803-1529,http://www.aestheticsbyjuju.com,,
118253260,Aesthetics By Katie,42.84970205,-106.32617421,132 South David Street,,Casper,WY,82601,,(406) 781-5112,http://www.vagaro.com/aestheticsbykatie,,
118251074,Aesthetics by Kayla,44.04997217,-121.33221988,133 SW Century Drive Suite 104,,Bend,OR,97702,,(541) 221-8785,,,
118251273,Aesthetics by KimJ,30.19511200,-95.45209600,8851 Metropark Dr. Suite:500,,The woodlands,TX,77385,,(281) 906-3063,http://aesthetics-by-kimj-109692.square.site/?fbclid=PAAaYFX_3j4K9pik_MwgSekSD7YGb3lK4oRGa_foKKculuSn4iqq4xCLCTlUE_aem_AaPMANxnej47v87RjchBO9gFyyEzhM4UJ54yaFGOEeqhdHyayvd6rIwhf5eTt-jPdDU,,
118250767,Aesthetics by Lisa Garrison,34.02035574,-84.27251381,"3005 Old Alabama Road Building E, Suite 10",,Johns Creek,GA,30022,,(678) 525-1157,,,
118253697,Aesthetics by Rodoula,28.15199200,-82.75735700,104 Athens Street,,Tarpon Springs,FL,34689,,(727) 485-3052,http://www.aestheticsbyrodoula.square.site,,
118252348,Aesthetics By Toy,43.03175900,-87.90415300,522 E. Menomonee,,Milwaukee,WI,53202,,(414) 306-9926,,,
118250673,Aesthetics of Atlanta,33.92325558,-84.35281382,6160 Peachtree Dunwoody Suite A 105,,Atlanta,GA,30328,,(470) 673-0027,http://www.atlantaaesthetician.com,,
118253272,AestheticsbyHadil,32.73453632,-117.16019196,2760 5th Ave Ste 205A,,San Diego,CA,92103,,(760) 333-2336,http://AestheticsbyHadil.com,,
118252414,Aesthetikos Skin Studio,41.99556881,-87.82871439,417 W. Talcott Road,,Park Ridge,IL,60068,,(716) 801-1916,,,
118252507,Aesthetix Skin Lounge,35.61125835,-97.56801599,13833 N May Ave,,Oklahoma City,OK,73134,,(405) 254-5520,http://aesthetixokc.com,,
118251582,Aeterna Aesthetics,39.75996514,-105.00841720,2535 17th St. Suite D,,Denver,CO,80211,,(720) 909-3565,http://aeternaaesthetics.com,,
118251110,Affinity Wellness Studio,39.40826457,-79.40781301,210 E Alder St,,Oakland,MD,21550,,,http://affinityws.glossgenius.com,,
118251208,Affinity Wellness Studio,39.40826457,-79.40781301,210 E Alder St,,Oakland,MD,21550,,,http://affinityws.glossgenius.com/,,
118250728,Afina Beauty & Wellness LLC,29.57831735,-95.15790626,139290 Osprey Court Suite A,,Webster,TX,77598,,(281) 464-9100,,,
118252908,Afterglow by D&C Wellness Aesthetics,29.78594880,-90.81261488,400 N Acadia Road,,Thibodaux,LA,70301,,,,,
118252421,AftrgLo Medical Aesthetics,34.82005705,-89.96941474,1150 Monteith Avenue Suite 101,,Hernando,MS,38632,,(662) 403-4561,http://www.aftrglohernando.com,,
118252209,Age Revival MedSpa,27.12122300,-82.45261200,479 Tamiami Trail South,,Nokomis,FL,34175,,(941) 303-6798,http://agerevivalmedspa.com,,
118252083,Ageless Aesthetics,45.08003500,-93.06170100,4503 allendale drive,,white bear,MN,55127,,(612) 865-0898,http://www.agelessaesthetics.net/,,
118252634,Ageless Aesthetics,42.77007007,-71.07511645,145 South Main Street,,Haverhill,MA,01835,,(978) 815-7704,http://agelessaesthetics.co,,
118251783,Ageless Aesthetics by Sonia,33.78332300,-84.40816700,1042 Northside Dr. NW #M210,,Atlanta,GA,30318,,(404) 690-6880,http://agelessaestheticsbysonia.com/,,
118251155,Ageless by Ezzo,29.52544837,-95.19701560,700 S Friendswood Dr Suite A,,Friendswood,TX,77546,,(281) 947-8926,http://agelessezzo.com,,
118252283,Ageless Med Spa,38.92746378,-90.19051478,3011 Godfrey Rd,,Godfrey,IL,62035,,(618) 374-6100,http://Agelessmedspallc.com,,
118252409,AgeLess Spa The Skin Bar,42.14469049,-77.05712625,85 west market St,,Corning,NY,14830,,(607) 846-3962,http://Agelessspas.com,,
118250939,Ageless Vitality,34.23225609,-80.67291322,29 Boulware Rd,,Lugoff,SC,29078,,(678) 906-1234,,,
118251348,Ageless Wellness,33.39985472,-84.59121386,1000 Commerce Dr #300,,Peachtree City,GA,30269,,(678) 364-8414,http://agelesswellnessptc.com/,,
118253790,Agenacare Aesthetics,37.23488002,-80.02401935,2727 Electric Road ste. 100,,Roanoke,VA,24018,,(540) 529-5692,http://www.agenacareaesthetics.com,,
118251427,Aggieland Aesthetics MedSpa,30.67275025,-96.37581579,305 West 27th St Suite 114,,Bryan,TX,77803,,(979) 450-0979,http://www.aggielandaesthetics.com,,
118253390,Aging with Grace,41.23420676,-96.18627158,17330 W Center Rd,,Omaha,NE,68130,,(402) 278-1014,http://www.agingwith-grace.com,,
118252415,AGLOW Aesthetics,33.45265481,-90.65131485,"100 FRONT AVENUE, Suite C",,Indianola,MS,38751,,(662) 836-7251,,,
118252139,AGLOW Aesthetics,33.45320200,-90.65112500,100 Front Avenue,,Indianola,MS,38751,,,,,
118252195,"Agoddess Spa & Wellness - Zatika Gray, FNP",32.59259400,-96.75598800,143 Historic Town Square,,Lancaster,TX,75146,,(469) 807-1002,http://www.agoddesswellness.com,,
118252176,"Agoddess Spa & Wellness, LLC",32.86046300,-96.76918100,"8080 N. Central Expressway, Suite 1250",,Dallas,TX,75206,,(469) 807-1002,http://www.agoddesswellness.com,,
118251999,Aiken Medical Aesthetics,33.51295491,-81.72041339,931 Dougherty Rd,,Aiken,SC,29803,,(803) 830-4940,http://www.aikenmedicalaesthetics.com,,
118251795,Aiken Medical Aesthetics,33.51295491,-81.72041339,931 Dougherty Rd,,Aiken,SC,29801,,(803) 830-2920,http://aikenmedicalaesthetics.com/,,
118252198,Aimora,40.87036800,-74.19150700,900 Valley Road - Unit B8,,Clifton,NJ,07013,,(973) 296-6977,,,
118251560,Aire Medspa,27.25244465,-82.49791352,"7126 S. Beneva Rd, Unit 100",,Sarasota,FL,34238,,(941) 226-9965,http://airemedspa.com/,,
118253565,Aisthetikos MedSpa,30.50554998,-90.45981482,209 E. Charles St.,,Hammond,LA,70401,,(985) 777-3018,http://www.aisthetikosbykjn.com,,
118251839,Aisthetikos MedSpa,30.50554998,-90.45981482,209 E. Charles St.,,Hammond,LA,70401,,(985) 777-3018,http://www.aisthetikosbykjn.com,,
118252587,AIVI Aesthetics Skin Health Clinic,34.14345594,-118.75201946,28720 Roadside Dr Ste 373,,Agoura Hills,CA,91301,,(818) 851-9900,http://www.aiviaesthetics.com,,
118252522,Alaya Health and Wellness,37.08726076,-113.55991861,1062 E Riverside Dr #203,,St. George,UT,84790,,(435) 574-8014,http://alayahealthandwellness.com/,,
118253089,Alcheme Medical Aesthetics,36.79246028,-89.95621474,101 S. Locust St Ste B,,Dexter,MO,63841,,(573) 625-9122,http://alchememedicalspa.com,,
118252287,Alcheme Medical Spa,36.79236028,-89.95601474,101 S Locust,,Dexter,MO,63841,,(573) 625-9122,http://Alchememedicalspa.com,,
118251051,Alchemy Aesthetics,35.78715863,-78.77711291,216 E. Chatham St.,,Cary,NC,27511,,(919) 818-7473,http://www.alchemycary.com,,
118251371,Alchemy Beauty,30.34254971,-97.73791601,6701 Burnet Rd #163/B4,,Austin,TX,78757,,(512) 768-7179,http://www.thealchemybeauty.com,,
118251180,Alchemy Beauty,30.33704970,-97.75821602,"5511 Parkcrest Drive, #100",,Austin,TX,78731,,(512) 788-6562,http://www.thealchemybeauty.com,,
118253730,Alchemy Skin and Health,40.82523387,-91.14155113,1601 N Roosevelt Ave,,Burlington,IA,52601,,(319) 237-0800,http://www.alchemyskinandhealth.com,,
118251238,Alchemy Wellness Medical Spa,30.30665000,-97.75145600,3405 Glenview Ave,,Austin,TX,78703,,(512) 561-0971,http://alchemywellnessatx.com/,,
118250827,Alcove Integrative Medicine,42.29006929,-71.42561170,410 Union Ave,,Framingham,MA,01702,,(508) 203-7723,http://www.alcovemed.com,,
118253090,Alea Health & Wellness,38.66463348,-90.44201482,456 N. New Ballas Rd #290,,Creve Coeur,MO,63141,,(314) 947-5178,http://aleahealthandwellness.com,,
118252159,Alexanne Aesthetics,29.45930202,-94.63353397,1980 Hwy 87,,Crystal Beach,TX,77650,,(713) 419-2484,http://www.alexanneaestheticsllc.com,,
118251493,Alexsandra Esthetics,43.45757120,-70.76421159,312 Cottage Street Suite C,,Sanford,ME,04073,,(207) 569-4407,http://www.alexsandraesthetics.com,,
118252668,Alice Khalkad House of Skin,40.80496685,-73.64691207,"55 Bryant Ave, suite 301&302",,Roslyn,NY,11576,,,,,
118252341,Align Aesthetics,30.00624916,-90.18021478,3434 Houma Blvd. Suite 201,,Metairie,LA,70006,,(504) 547-7463,http://Alignnola.com,,
118251758,Align Aesthetics,41.71735600,-111.83591000,775 S Main Street Suite A,,Logan,UT,84321,,(435) 562-3133,http://www.align-aesthetic.com/,,
118251822,Align Medspa,41.61980900,-87.84826500,"288 Orland Square Mall, Upper Level",,Orland Park,IL,60462,,(708) 722-8849,http://align-medspa.com/,,
118252377,All About Aesthetics,26.36054319,-80.15313132,21301 Powerline Rd. Suite 108,,Boca Raton,FL,33433,,,http://allaboutaestheticsfl.com,,
118251585,All About Skin,39.60716489,-104.88921719,6001 S Willow Dr. Ste 175 Studio #10 (Inside Sola Salon),,Greenwood Village,CO,80111,,(720) 583-5336,http://AllAboutSkinInc.com,,
118251403,All Things Aesthetics,33.79244955,-84.38777114,-,,Atlanta,GA,30309,,,http://www.allthingsaesthetics.com,,
118252239,All Things Beautiful,32.49895325,-94.73811552,420 North Center Street,,Longview,TX,75601,,(903) 241-1076,http://Alabeautysuites.com,,
118251545,All Things Face Esthetic Lounge,29.87004894,-97.66916002,1205 S. Main st.,,Lockhart,TX,78644,,(512) 620-1718,http://www.vagaro.com/allthingsface,,
118252361,Allay Primary Care,29.77404878,-95.79631570,24510 kingsland blvd,,KATY,TX,77494,,(281) 394-2390,http://www.allaypc.com/,,
118253484,Allen Gabriel plastic surgery,45.62682500,-122.67002800,703 Broadway St Suite 700,,Vancouver,WA,98660,,,,,
118252563,Allerica Aesthetics,40.77386680,-96.65471584,4727 Cooper Ave,,Lincoln,KS,68506,,(402) 781-4195,http://www.allerica.com/,,
118251921,Alli McCay Aesthetics,36.03465682,-94.58374782,67877 Hwy 59,,Westville,OK,74965,,(866) 979-7864,http://Allimccayaethetics.glossgenius.com,,
118250985,Allura Medical Esthetics,41.82978100,-71.38752300,13 South Angell Street,,Providence,RI,02906,,(401) 300-1427,http://www.alluramedesthetics.com,,
118251085,Allura MedSpa + Wellness,26.64073000,-80.20618100,2655 S. State Rd 7 E830,,Wellington,FL,33414,,,http://Alluraaesthetics.com,,
118251084,Allura MedSpa + Wellness,26.53104347,-80.14871313,6695 West Boynton Blvd,,Boynton Beach,FL,33437,,,http://alluraaesthetics.com,,
118253591,Allure Aesthetics,33.00906541,-83.53597137,126 W Clinton St,,Gray,GA,31032,,(478) 365-9681,http://www.allureaestheticsga.com/,,
118252630,allure by injector beth,41.71248700,-93.61825900,"1380 SW Vintage Parkway, Suite 209/Room 102",,Ankeny,IA,50023,,(515) 480-0150,http://Www.injectorbeth.com,,
118250978,ALLURE DERMATOLOGY,26.25844302,-98.20361609,5009 S MCCOLL RD SUITE B,,EDINBURG,TX,78539,,,,,
118252227,Allure laser studio,29.92693000,-95.64743000,9822 whithorn dr # A,,Houston,TX,77095,,(832) 583-1676,http://allurelaserstudio.com/,,
118251283,Alluring Aesthetics,29.59044848,-98.52811614,16530 Huebner Rd,,San Antoino,TX,78248,,(210) 714-5390,http://www.alluringaesthetics.com/,,
118253277,Almas Gelyana,32.80853753,-116.93819159,1224 Broadway ste 103,,El Cajon,CA,92021,,(619) 820-9490,,,
118253335,Almas Gelyana,32.80806300,-116.93891900,1224 Broadway,,El Cajon,CA,92021,,(619) 820-9490,,,
118253334,Almas Gelyana,32.85320600,-116.96612000,9724 Follett Dr,,Santee,CA,92071,,(619) 820-9490,,,
